disease_id	disease_scope	priva_scope	scope_review_status	scope_evidence	scope_reference	scope_note	reviewer_model	reviewed_at_hkt
OMIM:606660	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:32239153;OMIM:606660	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:606661	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:32002398;OMIM:606661	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:606690	neoplastic_uncertain	review	manual_review_unresolved	manual_evidence_review;MONDO_ancestor:MONDO:0005070;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:606690	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:606719	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:606719	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence IEA), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:606798	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:606798	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence IEA), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:606856	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:17194196;OMIM:606856	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:606963	complex_susceptibility_candidate	review	manual_review_unresolved	manual_evidence_review;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:606963	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607060	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:607060;PMID:15541308	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence IEA), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607151	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:21799892;PMID:22931863;OMIM:607151	Retained for review: HPO reports Mendelian inheritance (HP:0000006,HP:0000007; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607278	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_gain_of_function_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:26637977;OMIM:607278;PMID:16203897;ORPHADATA_PRODUCT6:2026-06-23;ORPHA:488265;PMID:8276381;PMID:9234973	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) MET. Association type(s): Disease-causing germline mutation(s) (gain of function) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607341	uncertain	review	manual_review_unresolved	manual_evidence_review;none;MONDO_exact_ORPHA_xref;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:607341;PMID:22497611;PMID:25799227	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607628	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:607628	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence TAS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607631	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:17159113;OMIM:607631	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607681	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:predisposition;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:11326274;OMIM:607681	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607682	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:10762541;OMIM:607682	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607688	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:18358451;OMIM:607688	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607822	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:607822;PMID:16033913	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence IEA), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607831	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:607831;ORPHADATA_PRODUCT6:2026-06-23;ORPHA:101097;PMID:20301462	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) GDAP1. Association type(s): Disease-causing germline mutation(s) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607832	complex_susceptibility_candidate	review	manual_review_unresolved	manual_evidence_review;MONDO_subset:predisposition;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:607832;PMID:17713465	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607836	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:16098053;OMIM:607836	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:607850	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:607850	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence TAS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:608033	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:19118815;OMIM:608033;ORPHADATA_PRODUCT6:2026-06-23;ORPHA:88619;PMID:19807769;PMID:19811512	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) RANBP2. Association type(s): Disease-causing germline mutation(s) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:608175	complex_susceptibility_candidate	review	manual_review_unresolved	manual_evidence_review;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:608175	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:608189	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Major_susceptibility_factor_in;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:608189;ORPHADATA_PRODUCT6:2026-06-23;ORPHA:103918;PMID:12360463;PMID:12011155	Retained for review after disease-and-gene-specific check. Assessed Orphadata association type(s) for HPO-linked gene(s) SPINK1 are Major susceptibility factor in; these do not by themselves establish Mendelian causality, confirmed non-monogenic etiology, or somatic-only disease scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:608320	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:14645853;OMIM:608320	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:608709	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:22768673;OMIM:608709	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:608864	conflicting_inheritance	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;HPO_non_monogenic_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:608864	Retained for review because HPO contains both Mendelian and non-monogenic inheritance assertions. No assessed exact disease-and-gene Orphadata germline association resolved that conflict.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:608907	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:608907;PMID:26141617	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence TAS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:608957	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:608957;ORPHADATA_PRODUCT6:2026-06-23;ORPHA:169085;PMID:11435463	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) CD8A. Association type(s): Disease-causing germline mutation(s) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:609048	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:609048	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence TAS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:609135	complex_susceptibility_candidate	review	manual_review_unresolved	manual_evidence_review;MONDO_subset:omim_susceptibility;MONDO_exact_ORPHA_xref;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:609135;PMID:12090986	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:609887	uncertain	review	manual_review_unresolved	manual_evidence_review;none;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:609887	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:610251	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:610251	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence TAS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:610297	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:15961413;OMIM:610297	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:610460	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:610460	Retained for review: HPO reports Mendelian inheritance (HP:0000007; evidence TAS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:610551	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:16973841;OMIM:610551	Retained for review: HPO reports Mendelian inheritance (HP:0000007; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:610698	conflicting_inheritance	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;HPO_non_monogenic_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:24906858;OMIM:610698	Retained for review because HPO contains both Mendelian and non-monogenic inheritance assertions. No assessed exact disease-and-gene Orphadata germline association resolved that conflict.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:610805	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:predisposition;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:23862974;OMIM:610805	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:610947	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:17332414;OMIM:610947	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:611521	mendelian_non_neoplastic	include	manually_confirmed	manual_evidence_review;MONDO_exact_ORPHA_xref;ORPHADATA_exact_gene_association:Disease_causing_germline_mutation_s_loss_of_function_in	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:17088085;OMIM:611521;ORPHADATA_PRODUCT6:2026-06-23;ORPHA:331226;PMID:17521577	Included after exact MONDO-Orphanet disease mapping and assessed Orphadata disease-causing germline association for HPO-linked gene(s) TYK2. Association type(s): Disease-causing germline mutation(s) (loss of function) in.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:612076	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:19026395;OMIM:612076	Retained for review: HPO reports Mendelian inheritance (HP:0000006,HP:0000007; evidence PCS,TAS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:612227	conflicting_inheritance	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;HPO_non_monogenic_inheritance;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:612227	Retained for review because HPO contains both Mendelian and non-monogenic inheritance assertions. No assessed exact disease-and-gene Orphadata germline association resolved that conflict.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:612229	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;MONDO_ancestor:MONDO:0003847;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:612229;PMID:18372901;PMID:17934461;PMID:18372905	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:612244	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;MONDO_ancestor:MONDO:0003847;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:612244	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:612269	mendelian_susceptibility_uncertain	review	manual_review_unresolved	manual_evidence_review;HPO_mendelian_inheritance;MONDO_subset:predisposition;MONDO_subset:omim_susceptibility;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;PMID:18514161;OMIM:612269	Retained for review: HPO reports Mendelian inheritance (HP:0000006; evidence PCS), but MONDO marks a susceptibility/predisposition context and no assessed exact disease-and-gene Orphadata germline association independently resolves whether this is monogenic or complex.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
OMIM:612271	uncertain	review	manual_review_unresolved	manual_evidence_review;none;no_MONDO_ORPHA_identity_mapping;no_decisive_inherited_complex_or_somatic_only_evidence	MONDO_RELEASE:mondo/releases/2026-07-06/mondo-simple.owl;OMIM:612271	Retained for review: MONDO/HPO and assessed exact disease-and-gene Orphadata evidence do not decisively distinguish inherited, confirmed non-monogenic, or somatic-only scope.	OpenAI Codex subagent (model version not exposed)	2026-07-24T12:34:34+08:00
